Packet_Length,Timestamp,TCP_Flags,Flow_ID,Source_IP,Destination_IP,Protocol,Source_IP_Encoded,Destination_IP_Encoded,Protocol_Encoded,Anomaly
81,2025-03-19 10:58:12.336489,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 10:58:22.473724,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 10:58:22.473884,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 10:58:22.474077,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
80,2025-03-19 10:58:22.474097,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
120,2025-03-19 10:58:22.474109,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
85,2025-03-19 10:58:22.780909,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
85,2025-03-19 10:58:24.009744,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
75,2025-03-19 10:58:42.441783,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 10:58:42.441950,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 10:58:42.442177,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 10:58:42.442197,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
189,2025-03-19 10:58:42.442210,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
81,2025-03-19 10:58:52.272498,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 10:58:52.272654,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 10:58:52.272829,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 10:58:52.272847,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 10:58:52.272857,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
52,2025-03-19 10:58:54.006175,,192.168.1.254_224.0.0.1_None,192.168.1.254,224.0.0.1,,5,4,2,Anomaly
54,2025-03-19 10:59:03.295220,,192.168.1.238_224.0.0.22_None,192.168.1.238,224.0.0.22,,4,5,2,Anomaly
70,2025-03-19 10:59:22.377907,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 10:59:22.378066,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 10:59:22.378261,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
80,2025-03-19 10:59:22.378282,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
120,2025-03-19 10:59:22.378294,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
93,2025-03-19 10:59:30.684343,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
143,2025-03-19 10:59:30.684507,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
93,2025-03-19 10:59:30.684742,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
79,2025-03-19 10:59:30.684763,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
82,2025-03-19 10:59:30.684774,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
77,2025-03-19 10:59:30.684785,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
87,2025-03-19 10:59:30.684796,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 10:59:30.684807,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
86,2025-03-19 10:59:30.684817,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
78,2025-03-19 10:59:30.684826,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
96,2025-03-19 10:59:30.684835,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
87,2025-03-19 10:59:30.979730,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 10:59:32.241172,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 10:59:32.241333,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 10:59:32.241524,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 10:59:32.241546,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 10:59:32.241557,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
234,2025-03-19 10:59:37.123787,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
93,2025-03-19 10:59:37.124083,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
93,2025-03-19 10:59:37.430716,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
93,2025-03-19 10:59:37.737963,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
383,2025-03-19 10:59:38.045589,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Anomaly
319,2025-03-19 10:59:38.047067,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
75,2025-03-19 10:59:52.483628,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 10:59:52.483798,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 10:59:52.483991,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 10:59:52.484012,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
189,2025-03-19 10:59:52.790918,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
81,2025-03-19 11:00:12.451675,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:00:12.451833,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:00:12.452029,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:00:12.452049,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:00:12.452062,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:00:22.589321,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:00:22.589480,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:00:22.589673,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
80,2025-03-19 11:00:22.589694,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
120,2025-03-19 11:00:22.589706,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
81,2025-03-19 11:00:52.387808,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:00:52.387999,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:00:52.388191,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:00:52.388209,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:00:52.388220,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
52,2025-03-19 11:00:59.006888,,192.168.1.254_224.0.0.1_None,192.168.1.254,224.0.0.1,,5,4,2,Anomaly
75,2025-03-19 11:01:02.522492,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:01:02.522706,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:01:02.522859,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:01:02.523124,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
189,2025-03-19 11:01:02.523493,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
54,2025-03-19 11:01:05.663246,,192.168.1.238_224.0.0.22_None,192.168.1.238,224.0.0.22,,4,5,2,Anomaly
70,2025-03-19 11:01:22.493513,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:01:22.493707,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:01:22.493821,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
80,2025-03-19 11:01:22.800686,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
120,2025-03-19 11:01:22.800838,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
81,2025-03-19 11:01:32.631094,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:01:32.631269,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:01:32.631461,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:01:32.631482,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:01:32.631494,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
234,2025-03-19 11:01:38.161204,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
93,2025-03-19 11:01:38.161500,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
93,2025-03-19 11:01:38.161709,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
93,2025-03-19 11:01:38.467960,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
383,2025-03-19 11:01:38.775594,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Anomaly
319,2025-03-19 11:01:38.775933,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
75,2025-03-19 11:02:02.429477,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:02:02.429570,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:02:02.429677,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:02:02.429685,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
189,2025-03-19 11:02:02.736875,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
81,2025-03-19 11:02:12.388834,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:02:12.389003,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:02:12.389198,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:02:12.389219,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:02:12.389231,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:02:22.704906,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:02:22.705072,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:02:22.705268,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
80,2025-03-19 11:02:22.705289,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
120,2025-03-19 11:02:22.705301,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
81,2025-03-19 11:02:42.673011,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:02:42.673178,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:02:42.673371,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:02:42.673392,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:02:42.673404,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:03:02.640837,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:03:02.640929,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:03:02.641063,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:03:02.641072,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
189,2025-03-19 11:03:02.641077,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
52,2025-03-19 11:03:04.176914,,192.168.1.254_224.0.0.1_None,192.168.1.254,224.0.0.1,,5,4,2,Anomaly
54,2025-03-19 11:03:10.335262,,192.168.1.238_224.0.0.22_None,192.168.1.238,224.0.0.22,,4,5,2,Anomaly
81,2025-03-19 11:03:12.471541,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:03:12.471712,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:03:12.471911,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:03:12.471932,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:03:12.471944,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:03:22.609137,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:03:22.609305,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:03:22.609407,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
80,2025-03-19 11:03:22.916335,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
120,2025-03-19 11:03:22.916458,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
85,2025-03-19 11:03:25.066767,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
85,2025-03-19 11:03:25.988981,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
234,2025-03-19 11:03:38.890993,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
93,2025-03-19 11:03:38.891302,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
93,2025-03-19 11:03:39.198121,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
93,2025-03-19 11:03:39.505157,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
383,2025-03-19 11:03:39.505586,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Anomaly
319,2025-03-19 11:03:39.505625,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
75,2025-03-19 11:04:02.545042,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:04:02.545137,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:04:02.545244,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:04:02.545253,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
189,2025-03-19 11:04:02.852418,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
81,2025-03-19 11:04:12.682917,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:04:12.683083,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:04:12.683270,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:04:12.683287,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:04:12.683298,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:04:22.820550,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:04:22.820713,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:04:22.820908,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
80,2025-03-19 11:04:22.820929,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
120,2025-03-19 11:04:22.820941,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
93,2025-03-19 11:04:31.427340,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
143,2025-03-19 11:04:31.427494,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
93,2025-03-19 11:04:31.427821,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
79,2025-03-19 11:04:31.427843,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
82,2025-03-19 11:04:31.427855,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
77,2025-03-19 11:04:31.427866,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
87,2025-03-19 11:04:31.427875,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:04:31.427887,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
86,2025-03-19 11:04:31.427896,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
78,2025-03-19 11:04:31.427905,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
96,2025-03-19 11:04:31.427915,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
87,2025-03-19 11:04:31.427924,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
108,2025-03-19 11:04:31.573071,,192.168.1.229_224.0.0.251_UDP,192.168.1.229,224.0.0.251,UDP,3,6,1,Normal
746,2025-03-19 11:04:31.674357,,192.168.1.229_224.0.0.251_UDP,192.168.1.229,224.0.0.251,UDP,3,6,1,Anomaly
81,2025-03-19 11:04:42.788600,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:04:42.788998,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:04:42.789181,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:04:42.789197,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:04:42.789206,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:05:02.756497,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:05:02.756593,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:05:02.756726,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:05:02.756735,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
189,2025-03-19 11:05:02.756740,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
52,2025-03-19 11:05:09.207876,,192.168.1.254_224.0.0.1_None,192.168.1.254,224.0.0.1,,5,4,2,Anomaly
54,2025-03-19 11:05:12.447253,,192.168.1.238_224.0.0.22_None,192.168.1.238,224.0.0.22,,4,5,2,Anomaly
81,2025-03-19 11:05:12.558527,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:05:12.558684,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:05:12.558878,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:05:12.558898,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
81,2025-03-19 11:05:12.558910,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:05:22.724741,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:05:22.724902,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
70,2025-03-19 11:05:22.725004,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
80,2025-03-19 11:05:23.031901,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
120,2025-03-19 11:05:23.032027,,192.168.1.100_224.0.0.251_UDP,192.168.1.100,224.0.0.251,UDP,2,6,1,Normal
73,2025-03-19 11:05:32.862421,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
73,2025-03-19 11:05:32.862583,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
73,2025-03-19 11:05:32.862811,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
73,2025-03-19 11:05:32.862832,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
187,2025-03-19 11:05:32.862844,,192.168.1.229_224.0.0.251_UDP,192.168.1.229,224.0.0.251,UDP,3,6,1,Normal
234,2025-03-19 11:05:39.621060,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
93,2025-03-19 11:05:39.621373,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
93,2025-03-19 11:05:39.927315,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
93,2025-03-19 11:05:40.235409,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
383,2025-03-19 11:05:40.542779,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Anomaly
319,2025-03-19 11:05:40.544257,,192.168.1.88_224.0.0.251_UDP,192.168.1.88,224.0.0.251,UDP,7,6,1,Normal
75,2025-03-19 11:06:02.595043,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:06:02.595137,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
75,2025-03-19 11:06:02.595254,,192.168.1.254_224.0.0.251_UDP,192.168.1.254,224.0.0.251,UDP,5,6,1,Normal
